type,category,name,path,description
hooks,git,prevent-direct-push,git/prevent-direct-push.json,"Prevent direct pushes to protected branches (main, develop). Blocks git push commands targeting main or develop branches to enforce Git Flow workflow. Requires using feature/release/hotfix branches and pull requests instead of direct commits to protected branches."
hooks,git,validate-branch-name,git/validate-branch-name.json,"Validate Git Flow branch naming conventions before checkout. Ensures branches follow the pattern: feature/*, release/v*.*.*, hotfix/*. Prevents creation of branches that don't follow Git Flow standards."
hooks,monitoring,context-timeline,monitoring/context-timeline.json,"Real-time browser visualization of Claude Code's context window and subagent/tool execution as a git-graph timeline. Opens http://localhost:7878 on SessionStart with a vertical timeline (most recent on top), one column per agent (main + subagents branching from their Task tool call). Tool calls are "
hooks,monitoring,desktop-notification-on-stop,monitoring/desktop-notification-on-stop.json,Sends a native desktop notification when Claude Code finishes responding. Uses the Stop hook event so you get a single notification per response instead of one per tool call (which is very noisy with PostToolUse). Supports macOS (osascript) and Linux (notify-send). Useful when you switch to another 
hooks,monitoring,langsmith-tracing,monitoring/langsmith-tracing.json,"Automatically send Claude Code conversation traces to LangSmith for monitoring and analysis. Prerequisites: jq (brew install jq on macOS or sudo apt-get install jq on Linux), curl and uuidgen (usually pre-installed), LangSmith account and API key. Configuration: Install langsmith-tracing setting (np"
hooks,performance,performance-budget-guard,performance/performance-budget-guard.json,"Monitor bundle size and Core Web Vitals metrics during development, blocking deployments that exceed performance budgets with detailed reports. Automatically analyzes Next.js build output, checks bundle sizes against predefined budgets, and provides optimization recommendations. Hook triggers on Pos"
hooks,performance,performance-monitor,performance/performance-monitor.json,"Monitor system performance during Claude Code operations. Tracks CPU, memory usage, and execution time for performance optimization."
hooks,post-tool,format-javascript-files,post-tool/format-javascript-files.json,"Automatically format JavaScript/TypeScript files after any Edit operation using prettier. This hook runs 'npx prettier --write' on any .js, .ts, .jsx, or .tsx file that Claude modifies, ensuring consistent code formatting. Uses npx so prettier doesn't need to be globally installed. Includes error su"
hooks,post-tool,format-python-files,post-tool/format-python-files.json,"Automatically format Python files after any Edit operation using black formatter. This hook runs 'black' on any .py file that Claude modifies, ensuring consistent Python code formatting. Requires black to be installed ('pip install black'). The command includes error suppression (2>/dev/null || true"
hooks,post-tool,git-add-changes,post-tool/git-add-changes.json,"Automatically stage changes in git after file modifications for easier commit workflow. This hook runs 'git add' on any file that Claude edits or writes, automatically staging changes for the next commit. Includes error suppression so it won't fail in non-git repositories. Helps streamline the devel"
hooks,post-tool,run-tests-after-changes,post-tool/run-tests-after-changes.json,Automatically run quick tests after code modifications to ensure nothing breaks. This hook executes 'npm run test:quick' silently after any Edit operation and provides feedback on test status. Helps catch breaking changes immediately during development. Only runs if package.json exists and the test:
hooks,pre-tool,backup-before-edit,pre-tool/backup-before-edit.json,"Create automatic backup of files before any Edit operation for safety. This hook creates a timestamped backup copy (filename.backup.timestamp) of any existing file before Claude modifies it. Provides a safety net to recover previous versions if needed. Only backs up existing files, includes error su"
hooks,pre-tool,console-log-cleaner,pre-tool/console-log-cleaner.json,Warns about console.log statements when editing files on production branches (main/master). Helps prevent debug code from reaching production.
hooks,pre-tool,notify-before-bash,pre-tool/notify-before-bash.json,"Show notification before any Bash command execution for security awareness. This hook displays a simple echo message '🔔 About to run bash command...' before Claude executes any bash command, giving you visibility into when system commands are about to run. Useful for monitoring and auditing command "
hooks,pre-tool,update-search-year,pre-tool/update-search-year.json,"Automatically adds current year to WebSearch queries when no year is specified. This hook intercepts WebSearch tool usage and appends the current year to queries that don't already contain a year, ensuring search results are current and relevant."
hooks,quality-gates,plan-gate,quality-gates/plan-gate.json,"Planning gate that warns when editing production code without an approved specification. Checks for recent .spec.md files in the project directory (last 14 days). If no spec is found, shows a warning suggesting to create one first. Non-blocking (exit 0) — acts as a reminder, not a hard gate. Support"
hooks,quality-gates,scope-guard,quality-gates/scope-guard.json,"Scope guard that detects files modified outside the declared scope of a specification. When a .spec.md file contains a 'Files to Create/Modify' section, this hook compares git-modified files against the declared list. Files outside scope trigger a warning (non-blocking). Automatically excludes test "
hooks,quality-gates,tdd-gate,quality-gates/tdd-gate.json,"Test-Driven Development enforcement hook. Blocks editing production code files (.cs, .py, .ts, .go, .rs, .rb, .php, .java, .kt, .swift, .dart) unless a corresponding test file exists. Forces the TDD workflow: write tests first, then implement. Automatically skips config files, migrations, DTOs, test"
hooks,security,ai-bash-guard,security/ai-bash-guard.json,"AI-powered bash command security guard. Before any Bash command runs, a lightweight Claude subagent evaluates it for destructive or irreversible patterns — recursive deletes, force pushes to protected branches, database drops, and credential exposure — and blocks execution with a clear explanation i"
hooks,security,dangerous-command-blocker,security/dangerous-command-blocker.json,"Advanced protection against dangerous shell commands with multi-level security. Blocks catastrophic operations (rm -rf /, dd, mkfs), protects critical paths (.claude/, .git/, node_modules/), and warns about suspicious patterns. Features: catastrophic command blocking, critical path protection, smart"
hooks,security,env-file-protection,security/env-file-protection.json,"Prevent writing to .env files using the if condition for lightweight filtering. Blocks any Write tool call targeting .env* files, protecting secrets from accidental overwrites. Uses the if field to avoid spawning a process unless the file pattern matches."
hooks,security,file-protection,security/file-protection.json,"Protect critical files from accidental modification. Prevents editing of important system files, configuration files, and production code."
hooks,security,force-push-blocker,security/force-push-blocker.json,"Block git force push commands using the if condition for efficient filtering. Prevents accidental force pushes that can overwrite remote history. Covers --force, --force-with-lease, and the -f shorthand."
hooks,security,secret-scanner,security/secret-scanner.json,"Automatically detects hardcoded secrets before git commits. Scans for API keys from 30+ providers (Anthropic: sk-ant-..., OpenAI: sk-..., AWS: AKIA..., Stripe: sk_live_..., Google: AIza..., GitHub: ghp_..., Vercel, Supabase, Hugging Face: hf_..., Replicate: r8_..., Groq: gsk_..., Databricks: dapi..."
hooks,security,security-scanner,security/security-scanner.json,Scan code for security vulnerabilities and secrets after modifications. Uses multiple security tools to detect potential issues.
hooks,security,shell-wrapper-guard,security/shell-wrapper-guard.json,"Detects destructive commands hidden inside shell wrappers (sh -c, bash -c, python3 -c, node -e, perl -e, ruby -e). Complements dangerous-command-blocker by catching bypass vectors like 'sh -c ""rm -rf /""' that evade direct command checks. Covers 8 bypass patterns: interpreter one-liners, nested wrapp"
hooks,testing,test-runner,testing/test-runner.json,Automatically run relevant tests after code changes. Detects test files and runs appropriate test commands based on file extensions and project structure.
sandbox,cloudflare,IMPLEMENTATION_SUMMARY,cloudflare/IMPLEMENTATION_SUMMARY.md,
sandbox,cloudflare,QUICKSTART,cloudflare/QUICKSTART.md,
sandbox,cloudflare,README,cloudflare/README.md,
sandbox,cloudflare,SANDBOX_DEBUGGING,cloudflare/SANDBOX_DEBUGGING.md,
sandbox,cloudflare,claude-code-sandbox,cloudflare/claude-code-sandbox.md,
sandbox,cloudflare,package,cloudflare/package.json,
sandbox,cloudflare,tsconfig,cloudflare/tsconfig.json,
sandbox,docker,README,docker/README.md,
sandbox,docker,package,docker/package.json,
sandbox,e2b,SANDBOX_DEBUGGING,e2b/SANDBOX_DEBUGGING.md,
sandbox,e2b,claude-code-sandbox,e2b/claude-code-sandbox.md,
skills,ai-maestro,agent-management,ai-maestro/agent-management,"Create, manage, and orchestrate AI agents using the AI Maestro CLI. Use when the user asks to ""create agent"", ""list agents"", ""delete agent"", ""hibernate agent"", ""wake agent"", ""install plugin"", ""show agent"", ""restart agent"", or any agent lifecycle management task."
skills,ai-maestro,agent-messaging,ai-maestro/agent-messaging,"Send and receive cryptographically signed messages between AI agents using the Agent Messaging Protocol (AMP). Use when the user asks to ""send a message to an agent"", ""check agent inbox"", ""message another agent"", ""reply to a message"", ""notify an agent"", or any inter-agent communication task."
skills,ai-maestro,docs-search,ai-maestro/docs-search,"Search auto-generated codebase documentation for function signatures, API docs, class definitions, and code comments. Use when the user asks to ""search docs"", ""find documentation"", ""look up a function"", ""check the API"", or before implementing changes to verify correct signatures and patterns."
skills,ai-maestro,graph-query,ai-maestro/graph-query,"Query the code graph database to understand component relationships, dependencies, and change impact. Use when the user asks to ""find callers"", ""check dependencies"", ""what uses this"", ""show relationships"", ""find serializers"", or when reading code and needing to understand what depends on a component"
skills,ai-maestro,memory-search,ai-maestro/memory-search,"Search conversation history and semantic memory to recall previous discussions, decisions, and context. Use when the user asks to ""search memory"", ""what did we discuss"", ""remember when"", ""find previous conversation"", ""check history"", or before starting work to recall prior decisions."
skills,ai-maestro,planning,ai-maestro/planning,"Create and manage persistent markdown planning files for structured task execution. Use when the user asks to ""create a plan"", ""track progress"", ""start a research project"", or when a task requires more than 5 tool calls and needs structured phase tracking to stay focused and avoid goal drift."
skills,ai-research,agent-evaluation,ai-research/agent-evaluation,"""Testing and benchmarking LLM agents including behavioral testing, capability assessment, reliability metrics, and production monitoring—where even top agents achieve less than 50% on real-world benchmarks Use when: agent testing, agent evaluation, benchmark agents, agent reliability, test agent."""
skills,ai-research,agent-manager-skill,ai-research/agent-manager-skill,Manage multiple local CLI agents via tmux sessions (start/stop/monitor/assign) with cron-friendly scheduling.
skills,ai-research,agent-memory-mcp,ai-research/agent-memory-mcp,"A hybrid memory system that provides persistent, searchable knowledge management for AI agents (Architecture, Patterns, Decisions)."
skills,ai-research,agent-memory-systems,ai-research/agent-memory-systems,"""Memory is the cornerstone of intelligent agents. Without it, every interaction starts from zero. This skill covers the architecture of agent memory: short-term (context window), long-term (vector stores), and the cognitive architectures that organize them.  Key insight: Memory isn't just storage - "
skills,ai-research,agent-tool-builder,ai-research/agent-tool-builder,"""Tools are how AI agents interact with the world. A well-designed tool is the difference between an agent that works and one that hallucinates, fails silently, or costs 10x more tokens than necessary.  This skill covers tool design from schema to error handling. JSON Schema best practices, descripti"
skills,ai-research,agents-autogpt,ai-research/agents-autogpt,"Autonomous AI agent platform for building and deploying continuous agents. Use when creating visual workflow agents, deploying persistent autonomous agents, or building complex multi-step AI automation systems."
skills,ai-research,agents-crewai,ai-research/agents-crewai,"Multi-agent orchestration framework for autonomous AI collaboration. Use when building teams of specialized agents working together on complex tasks, when you need role-based agent collaboration with memory, or for production workflows requiring sequential/hierarchical execution. Built without LangC"
skills,ai-research,agents-langchain,ai-research/agents-langchain,"Framework for building LLM-powered applications with agents, chains, and RAG. Supports multiple providers (OpenAI, Anthropic, Google), 500+ integrations, ReAct agents, tool calling, memory management, and vector store retrieval. Use for building chatbots, question-answering systems, autonomous agent"
skills,ai-research,agents-llamaindex,ai-research/agents-llamaindex,"Data framework for building LLM applications with RAG. Specializes in document ingestion (300+ connectors), indexing, and querying. Features vector indices, query engines, agents, and multi-modal support. Use for document Q&A, chatbots, knowledge retrieval, or building RAG pipelines. Best for data-c"
skills,ai-research,ai-agents-architect,ai-research/ai-agents-architect,"""Expert in designing and building autonomous AI agents. Masters tool use, memory systems, planning strategies, and multi-agent orchestration. Use when: build agent, AI agent, autonomous agent, tool use, function calling."""
skills,ai-research,autonomous-agent-patterns,ai-research/autonomous-agent-patterns,"""Design patterns for building autonomous coding agents. Covers tool integration, permission systems, browser automation, and human-in-the-loop workflows. Use when building AI agents, designing tool APIs, implementing permission systems, or creating autonomous coding assistants."""
skills,ai-research,autonomous-agents,ai-research/autonomous-agents,"""Autonomous agents are AI systems that can independently decompose goals, plan actions, execute tools, and self-correct without constant human guidance. The challenge isn't making them capable - it's making them reliable. Every extra decision multiplies failure probability.  This skill covers agent "
skills,ai-research,behavioral-modes,ai-research/behavioral-modes,"AI operational modes (brainstorm, implement, debug, review, teach, ship, orchestrate). Use to adapt behavior based on task type."
skills,ai-research,claude-code-guide,ai-research/claude-code-guide,"Master guide for using Claude Code effectively. Includes configuration templates, prompting strategies ""Thinking"" keywords, debugging techniques, and best practices for interacting with the agent."
skills,ai-research,computer-use-agents,ai-research/computer-use-agents,"""Build AI agents that interact with computers like humans do - viewing screens, moving cursors, clicking buttons, and typing text. Covers Anthropic's Computer Use, OpenAI's Operator/CUA, and open-source alternatives. Critical focus on sandboxing, security, and handling the unique challenges of visio"
skills,ai-research,context-window-management,ai-research/context-window-management,"""Strategies for managing LLM context windows including summarization, trimming, routing, and avoiding context rot Use when: context window, token limit, context management, context engineering, long context."""
skills,ai-research,context7-auto-research,ai-research/context7-auto-research,Automatically fetch latest library/framework documentation for Claude Code via Context7 API
skills,ai-research,conversation-memory,ai-research/conversation-memory,"""Persistent memory systems for LLM conversations including short-term, long-term, and entity-based memory Use when: conversation memory, remember, memory persistence, long-term memory, chat history."""
skills,ai-research,crewai,ai-research/crewai,"""Expert in CrewAI - the leading role-based multi-agent framework used by 60% of Fortune 500 companies. Covers agent design with roles and goals, task definition, crew orchestration, process types (sequential, hierarchical, parallel), memory systems, and flows for complex workflows. Essential for bui"
skills,ai-research,data-engineer,ai-research/data-engineer,"Build scalable data pipelines, modern data warehouses, and real-time streaming architectures. Implements Apache Spark, dbt, Airflow, and cloud-native data platforms."
skills,ai-research,data-processing-nemo-curator,ai-research/data-processing-nemo-curator,"GPU-accelerated data curation for LLM training. Supports text/image/video/audio. Features fuzzy deduplication (16× faster), quality filtering (30+ heuristics), semantic deduplication, PII redaction, NSFW detection. Scales across GPUs with RAPIDS. Use for preparing high-quality training datasets, cle"
skills,ai-research,data-processing-ray-data,ai-research/data-processing-ray-data,"Scalable data processing for ML workloads. Streaming execution across CPU/GPU, supports Parquet/CSV/JSON/images. Integrates with Ray Train, PyTorch, TensorFlow. Scales from single machine to 100s of nodes. Use for batch inference, data preprocessing, multi-modal data loading, or distributed ETL pipe"
skills,ai-research,data-scientist,ai-research/data-scientist,"Expert data scientist for advanced analytics, machine learning, and statistical modeling. Handles complex data analysis, predictive modeling, and business intelligence."
skills,ai-research,datadog-cli,ai-research/datadog-cli,"Datadog CLI for searching logs, querying metrics, tracing requests, and managing dashboards. Use this when debugging production issues or working with Datadog observability."
skills,ai-research,deep-research,ai-research/deep-research,"""Run autonomous research tasks that plan, search, read, and synthesize information into comprehensive reports."""
skills,ai-research,deep-research-notebooklm,ai-research/deep-research-notebooklm,"""Deep research skill powered by NotebookLM MCP. Conducts structured multi-source research (market analysis, competitive intel, trend analysis, prospect research) using Google NotebookLM as the research engine, then delivers formatted briefs and optional studio artifacts (slides, audio podcasts, vide"
skills,ai-research,dispatching-parallel-agents,ai-research/dispatching-parallel-agents,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies
skills,ai-research,distributed-training-accelerate,ai-research/distributed-training-accelerate,"Simplest distributed training API. 4 lines to add distributed support to any PyTorch script. Unified API for DeepSpeed/FSDP/Megatron/DDP. Automatic device placement, mixed precision (FP16/BF16/FP8). Interactive config, single launch command. HuggingFace ecosystem standard."
skills,ai-research,distributed-training-deepspeed,ai-research/distributed-training-deepspeed,"Expert guidance for distributed training with DeepSpeed - ZeRO optimization stages, pipeline parallelism, FP16/BF16/FP8, 1-bit Adam, sparse attention"
skills,ai-research,distributed-training-megatron-core,ai-research/distributed-training-megatron-core,"Trains large language models (2B-462B parameters) using NVIDIA Megatron-Core with advanced parallelism strategies. Use when training models >1B parameters, need maximum GPU efficiency (47% MFU on H100), or require tensor/pipeline/sequence/context/expert parallelism. Production-ready framework used f"
skills,ai-research,distributed-training-pytorch-fsdp,ai-research/distributed-training-pytorch-fsdp,"Expert guidance for Fully Sharded Data Parallel training with PyTorch FSDP - parameter sharding, mixed precision, CPU offloading, FSDP2"
skills,ai-research,distributed-training-pytorch-lightning,ai-research/distributed-training-pytorch-lightning,"High-level PyTorch framework with Trainer class, automatic distributed training (DDP/FSDP/DeepSpeed), callbacks system, and minimal boilerplate. Scales from laptop to supercomputer with same code. Use when you want clean training loops with built-in best practices."
skills,ai-research,distributed-training-ray-train,ai-research/distributed-training-ray-train,"Distributed training orchestration across clusters. Scales PyTorch/TensorFlow/HuggingFace from laptop to 1000s of nodes. Built-in hyperparameter tuning with Ray Tune, fault tolerance, elastic scaling. Use when training massive models across multiple machines or running distributed hyperparameter swe"
skills,ai-research,emerging-techniques-knowledge-distillation,ai-research/emerging-techniques-knowledge-distillation,"Compress large language models using knowledge distillation from teacher to student models. Use when deploying smaller models with retained performance, transferring GPT-4 capabilities to open-source models, or reducing inference costs. Covers temperature scaling, soft targets, reverse KLD, logit di"
skills,ai-research,emerging-techniques-long-context,ai-research/emerging-techniques-long-context,"Extend context windows of transformer models using RoPE, YaRN, ALiBi, and position interpolation techniques. Use when processing long documents (32k-128k+ tokens), extending pre-trained models beyond original context limits, or implementing efficient positional encodings. Covers rotary embeddings, a"
skills,ai-research,emerging-techniques-model-merging,ai-research/emerging-techniques-model-merging,"Merge multiple fine-tuned models using mergekit to combine capabilities without retraining. Use when creating specialized models by blending domain-specific expertise (math + coding + chat), improving performance beyond single models, or experimenting rapidly with model variants. Covers SLERP, TIES-"
skills,ai-research,emerging-techniques-model-pruning,ai-research/emerging-techniques-model-pruning,"Reduce LLM size and accelerate inference using pruning techniques like Wanda and SparseGPT. Use when compressing models without retraining, achieving 50% sparsity with minimal accuracy loss, or enabling faster inference on hardware accelerators. Covers unstructured pruning, structured pruning, N:M s"
skills,ai-research,emerging-techniques-moe-training,ai-research/emerging-techniques-moe-training,"Train Mixture of Experts (MoE) models using DeepSpeed or HuggingFace. Use when training large-scale models with limited compute (5× cost reduction vs dense models), implementing sparse architectures like Mixtral 8x7B or DeepSeek-V3, or scaling model capacity without proportional compute increase. Co"
skills,ai-research,emerging-techniques-speculative-decoding,ai-research/emerging-techniques-speculative-decoding,"Accelerate LLM inference using speculative decoding, Medusa multiple heads, and lookahead decoding techniques. Use when optimizing inference speed (1.5-3.6× speedup), reducing latency for real-time applications, or deploying models with limited compute. Covers draft models, tree-based attention, Jac"
skills,ai-research,evaluation-bigcode-evaluation-harness,ai-research/evaluation-bigcode-evaluation-harness,"Evaluates code generation models across HumanEval, MBPP, MultiPL-E, and 15+ benchmarks with pass@k metrics. Use when benchmarking code models, comparing coding abilities, testing multi-language support, or measuring code generation quality. Industry standard from BigCode Project used by HuggingFace "
skills,ai-research,evaluation-lm-evaluation-harness,ai-research/evaluation-lm-evaluation-harness,"Evaluates LLMs across 60+ academic benchmarks (MMLU, HumanEval, GSM8K, TruthfulQA, HellaSwag). Use when benchmarking model quality, comparing models, reporting academic results, or tracking training progress. Industry standard used by EleutherAI, HuggingFace, and major labs. Supports HuggingFace, vL"
skills,ai-research,evaluation-nemo-evaluator,ai-research/evaluation-nemo-evaluator,"Evaluates LLMs across 100+ benchmarks from 18+ harnesses (MMLU, HumanEval, GSM8K, safety, VLM) with multi-backend execution. Use when needing scalable evaluation on local Docker, Slurm HPC, or cloud platforms. NVIDIA's enterprise-grade platform with container-first architecture for reproducible benc"
skills,ai-research,fine-tuning-axolotl,ai-research/fine-tuning-axolotl,"Expert guidance for fine-tuning LLMs with Axolotl - YAML configs, 100+ models, LoRA/QLoRA, DPO/KTO/ORPO/GRPO, multimodal support"
skills,ai-research,fine-tuning-llama-factory,ai-research/fine-tuning-llama-factory,"Expert guidance for fine-tuning LLMs with LLaMA-Factory - WebUI no-code, 100+ models, 2/3/4/5/6/8-bit QLoRA, multimodal support"
skills,ai-research,fine-tuning-peft,ai-research/fine-tuning-peft,"Parameter-efficient fine-tuning for LLMs using LoRA, QLoRA, and 25+ methods. Use when fine-tuning large models (7B-70B) with limited GPU memory, when you need to train <1% of parameters with minimal accuracy loss, or for multi-adapter serving. HuggingFace's official library integrated with transform"
skills,ai-research,fine-tuning-unsloth,ai-research/fine-tuning-unsloth,"Expert guidance for fast fine-tuning with Unsloth - 2-5x faster training, 50-80% less memory, LoRA/QLoRA optimization"
skills,ai-research,gemini,ai-research/gemini,"Use when the user asks to run Gemini CLI for code review, plan review, or big context (>200k) processing. Ideal for comprehensive analysis requiring large context windows. Uses Gemini 3 Pro by default for state-of-the-art reasoning and coding."
skills,ai-research,gemini-api-agent-platform,ai-research/gemini-api-agent-platform,"Guides the usage of the Gemini API on Agent Platform with the Google Gen AI SDK for enterprise AI applications. Covers SDK usage (Python, JS/TS, Go, Java, C#), capabilities like Live API, tools, multimedia generation, caching, and batch prediction."
skills,ai-research,gepetto,ai-research/gepetto,"Creates detailed, sectionized implementation plans through research, stakeholder interviews, and multi-LLM review. Use when planning features that need thorough pre-implementation analysis."
skills,ai-research,inference-serving-llama-cpp,ai-research/inference-serving-llama-cpp,"Runs LLM inference on CPU, Apple Silicon, and consumer GPUs without NVIDIA hardware. Use for edge deployment, M1/M2/M3 Macs, AMD/Intel GPUs, or when CUDA is unavailable. Supports GGUF quantization (1.5-8 bit) for reduced memory and 4-10× speedup vs PyTorch on CPU."
skills,ai-research,inference-serving-sglang,ai-research/inference-serving-sglang,"Fast structured generation and serving for LLMs with RadixAttention prefix caching. Use for JSON/regex outputs, constrained decoding, agentic workflows with tool calls, or when you need 5× faster inference than vLLM with prefix sharing. Powers 300,000+ GPUs at xAI, AMD, NVIDIA, and LinkedIn."
skills,ai-research,inference-serving-tensorrt-llm,ai-research/inference-serving-tensorrt-llm,"Optimizes LLM inference with NVIDIA TensorRT for maximum throughput and lowest latency. Use for production deployment on NVIDIA GPUs (A100/H100), when you need 10-100x faster inference than PyTorch, or for serving models with quantization (FP8/INT4), in-flight batching, and multi-GPU scaling."
skills,ai-research,inference-serving-vllm,ai-research/inference-serving-vllm,"Serves LLMs with high throughput using vLLM's PagedAttention and continuous batching. Use when deploying production LLM APIs, optimizing inference latency/throughput, or serving models with limited GPU memory. Supports OpenAI-compatible endpoints, quantization (GPTQ/AWQ/FP8), and tensor parallelism."
skills,ai-research,infrastructure-lambda-labs,ai-research/infrastructure-lambda-labs,"Reserved and on-demand GPU cloud instances for ML training and inference. Use when you need dedicated GPU instances with simple SSH access, persistent filesystems, or high-performance multi-node clusters for large-scale training."
skills,ai-research,infrastructure-modal,ai-research/infrastructure-modal,"Serverless GPU cloud platform for running ML workloads. Use when you need on-demand GPU access without infrastructure management, deploying ML models as APIs, or running batch jobs with automatic scaling."
skills,ai-research,infrastructure-skypilot,ai-research/infrastructure-skypilot,"Multi-cloud orchestration for ML workloads with automatic cost optimization. Use when you need to run training or batch jobs across multiple clouds, leverage spot instances with auto-recovery, or optimize GPU costs across providers."
skills,ai-research,jira,ai-research/jira,"Use when the user mentions Jira issues (e.g., ""PROJ-123""), asks about tickets, wants to create/view/update issues, check sprint status, or manage their Jira workflow. Triggers on keywords like ""jira"", ""issue"", ""ticket"", ""sprint"", ""backlog"", or issue key patterns."
skills,ai-research,langfuse,ai-research/langfuse,"""Expert in Langfuse - the open-source LLM observability platform. Covers tracing, prompt management, evaluation, datasets, and integration with LangChain, LlamaIndex, and OpenAI. Essential for debugging, monitoring, and improving LLM applications in production. Use when: langfuse, llm observability,"
skills,ai-research,langgraph,ai-research/langgraph,"""Expert in LangGraph - the production-grade framework for building stateful, multi-actor AI applications. Covers graph construction, state management, cycles and branches, persistence with checkpointers, human-in-the-loop patterns, and the ReAct agent pattern. Used in production at LinkedIn, Uber, a"
skills,ai-research,llm-app-patterns,ai-research/llm-app-patterns,"""Production-ready patterns for building LLM applications. Covers RAG pipelines, agent architectures, prompt IDEs, and LLMOps monitoring. Use when designing AI applications, implementing RAG, building agents, or setting up LLM observability."""
skills,ai-research,llm-evaluation,ai-research/llm-evaluation,"""Master comprehensive evaluation strategies for LLM applications, from automated metrics to human evaluation and A/B testing."""
skills,ai-research,llm-ops,ai-research/llm-ops,"""LLM Operations -- RAG, embeddings, vector databases, fine-tuning, prompt engineering avancado, custos de LLM, evals de qualidade e arquiteturas de IA para producao."""
skills,ai-research,loki-mode,ai-research/loki-mode,"Multi-agent autonomous startup system for Claude Code. Triggers on ""Loki Mode"". Orchestrates 100+ specialized agents across engineering, QA, DevOps, security, data/ML, business operations, marketing, HR, and customer success. Takes PRD to fully deployed, revenue-generating product with zero human in"
skills,ai-research,mechanistic-interpretability-nnsight,ai-research/mechanistic-interpretability-nnsight,"Provides guidance for interpreting and manipulating neural network internals using nnsight with optional NDIF remote execution. Use when needing to run interpretability experiments on massive models (70B+) without local GPU resources, or when working with any PyTorch architecture."
skills,ai-research,mechanistic-interpretability-pyvene,ai-research/mechanistic-interpretability-pyvene,"Provides guidance for performing causal interventions on PyTorch models using pyvene's declarative intervention framework. Use when conducting causal tracing, activation patching, interchange intervention training, or testing causal hypotheses about model behavior."
skills,ai-research,mechanistic-interpretability-saelens,ai-research/mechanistic-interpretability-saelens,"Provides guidance for training and analyzing Sparse Autoencoders (SAEs) using SAELens to decompose neural network activations into interpretable features. Use when discovering interpretable features, analyzing superposition, or studying monosemantic representations in language models."
skills,ai-research,mechanistic-interpretability-transformer-lens,ai-research/mechanistic-interpretability-transformer-lens,"Provides guidance for mechanistic interpretability research using TransformerLens to inspect and manipulate transformer internals via HookPoints and activation caching. Use when reverse-engineering model algorithms, studying attention patterns, or performing activation patching experiments."
skills,ai-research,ml-engineer,ai-research/ml-engineer,"Build production ML systems with PyTorch 2.x, TensorFlow, and modern ML frameworks. Implements model serving, feature engineering, A/B testing, and monitoring."
skills,ai-research,ml-paper-writing,ai-research/ml-paper-writing,"Write publication-ready ML/AI papers for NeurIPS, ICML, ICLR, ACL, AAAI, COLM. Use when drafting papers from research repos, structuring arguments, verifying citations, or preparing camera-ready submissions. Includes LaTeX templates, reviewer guidelines, and citation verification workflows."
skills,ai-research,mlops-mlflow,ai-research/mlops-mlflow,"Track ML experiments, manage model registry with versioning, deploy models to production, and reproduce experiments with MLflow - framework-agnostic ML lifecycle platform"
skills,ai-research,mlops-tensorboard,ai-research/mlops-tensorboard,"Visualize training metrics, debug models with histograms, compare experiments, visualize model graphs, and profile performance with TensorBoard - Google's ML visualization toolkit"
skills,ai-research,mlops-weights-and-biases,ai-research/mlops-weights-and-biases,"Track ML experiments with automatic logging, visualize training in real-time, optimize hyperparameters with sweeps, and manage model registry with W&B - collaborative MLOps platform"
skills,ai-research,model-architecture-litgpt,ai-research/model-architecture-litgpt,"Implements and trains LLMs using Lightning AI's LitGPT with 20+ pretrained architectures (Llama, Gemma, Phi, Qwen, Mistral). Use when need clean model implementations, educational understanding of architectures, or production fine-tuning with LoRA/QLoRA. Single-file implementations, no abstraction l"
skills,ai-research,model-architecture-mamba,ai-research/model-architecture-mamba,"State-space model with O(n) complexity vs Transformers' O(n²). 5× faster inference, million-token sequences, no KV cache. Selective SSM with hardware-aware design. Mamba-1 (d_state=16) and Mamba-2 (d_state=128, multi-head). Models 130M-2.8B on HuggingFace."
skills,ai-research,model-architecture-nanogpt,ai-research/model-architecture-nanogpt,"Educational GPT implementation in ~300 lines. Reproduces GPT-2 (124M) on OpenWebText. Clean, hackable code for learning transformers. By Andrej Karpathy. Perfect for understanding GPT architecture from scratch. Train on Shakespeare (CPU) or OpenWebText (multi-GPU)."
skills,ai-research,model-architecture-rwkv,ai-research/model-architecture-rwkv,"RNN+Transformer hybrid with O(n) inference. Linear time, infinite context, no KV cache. Train like GPT (parallel), infer like RNN (sequential). Linux Foundation AI project. Production at Windows, Office, NeMo. RWKV-7 (March 2025). Models up to 14B parameters."
skills,ai-research,model-architecture-torchtitan,ai-research/model-architecture-torchtitan,"Provides PyTorch-native distributed LLM pretraining using torchtitan with 4D parallelism (FSDP2, TP, PP, CP). Use when pretraining Llama 3.1, DeepSeek V3, or custom models at scale from 8 to 512+ GPUs with Float8, torch.compile, and distributed checkpointing."
skills,ai-research,multimodal-audiocraft,ai-research/multimodal-audiocraft,"PyTorch library for audio generation including text-to-music (MusicGen) and text-to-sound (AudioGen). Use when you need to generate music from text descriptions, create sound effects, or perform melody-conditioned music generation."
skills,ai-research,multimodal-blip-2,ai-research/multimodal-blip-2,"Vision-language pre-training framework bridging frozen image encoders and LLMs. Use when you need image captioning, visual question answering, image-text retrieval, or multimodal chat with state-of-the-art zero-shot performance."
